"","公司全名","更新日期","計算終止日","專利號","申請日","獲證日","PR","標題","專利摘要","主分支","公開發行","技術分類","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","NA"
"36","中國砂輪企業","2025-03-03","2025-02-15","TWI862986B","2022-09-21","2024-11-21",71,"化學機械研磨修整器之再生方法及經再生之化學機械研磨修整器以及監測系統","本發明係提供一種用於使化學機械研磨(Chemical Mechanical Polishing，CMP)修整器再生之方法，其係利一經使用後的CMP修整器之研磨表面進行加工，使其恢復原有性能。本發明亦提供一種經由上述方法所再生之CMP修整器，可使CMP修整器得以再生，延長使用壽命，減少資源浪費，並且增加環境永續利用性。","decline","Yes","其他","1560","電機機械","2025-02-27",0.2,3.81,9,12.75,5.81,9.12,301.7,328.6,279.4,274.5,308,0.04977,0,"TW"
"37","中國鋼鐵","2025-03-03","2025-02-15","TWI859754B","2023-03-03","2024-10-21",67,"估算鋼胚數量之系統及方法","一種估算鋼胚數量之方法，包括以下步驟：將雷射光束照射在吊運中的複數鋼胚上；對在吊運中的該等鋼胚進行影像擷取以取得鋼胚影像；對該鋼胚影像進行雷射強度分析以得到鋼胚特徵分布圖，並根據鋼胚特徵分布圖估算該等鋼胚的數量。","main","Yes","影像處理技術","2002","鋼鐵工業","2025-02-27",0.82,-19.48,3,-2.96,-30.03,-147.84,23.9,28.3,23.3,24.35,25.6,0.47572,64,"TW"
"38","中國鋼鐵","2025-03-03","2025-02-15","TWI813530B","2023-03-06","2023-08-21",90,"相鑑定分析方法","一種相鑑定分析方法，包括依序對待測面施予金相研磨拋光、電解拋光、清潔處理；於待測面刻劃定位記號；以EBSD分析系統對定位記號區間進行EBSD分析採集其菊池線圖樣數據；移除待測面上的積碳層；於定位標記區間取得SEI；經影像處理模組分析菊池線圖樣數據取得含相分布影像、繞射帶斜率影像與KAM影像的EBSD影像組；根據SEI疊加EBSD影像組中的兩者從而構成重疊影像；及經影像辨識模組使重疊影像具有第一、二顏色分布，第一、二顏色分布各代表定位標記區間中的組合BCC與BCT晶相分布及體心晶相分布，並計算重疊影像中的組合BCC與BCT晶相分率及體心晶相分率。","main","Yes","影像處理技術","2002","鋼鐵工業","2025-02-27",0.82,-19.48,3,-2.96,-30.03,-147.84,23.9,28.3,23.3,24.35,25.6,0.47572,64,"TW"
"39","中國鋼鐵","2025-03-03","2025-02-15","TWI796975B","2022-03-22","2023-03-21",18,"耐火材檢測方法","一種用於耐火材中氧化鋁及碳化矽成份含量的檢測方法，透過分析模型建立，蒐集或混製已知氧化鋁及碳化矽成分含量之耐火材料的參考樣品，以X射線繞射分析儀作為量測工具，以偏最小平方乘法迴歸（PLSR）技術進行數據解析及分析，得到最佳的氧化鋁分析模型及碳化矽分析模型；透過量測待測樣品的X射線繞射圖譜，再將X射線繞射數據資料同步以氧化鋁分析模型及碳化矽分析模型計算出氧化鋁含量及碳化矽含量。","main","Yes","其他","2002","鋼鐵工業","2025-02-27",0.82,-19.48,3,-2.96,-30.03,-147.84,23.9,28.3,23.3,24.35,25.6,0.47572,64,"TW"
"40","中強光電","2025-03-03","2025-02-15","TWI820848B","2022-08-09","2023-11-01",57,"抬頭顯示裝置","一種抬頭顯示裝置，包括圖像生成單元、成像單元、紅外光分光元件以及至少一紅外光偵測元件。紅外光分光元件位於至少一環境光束的傳遞路徑上，用於使至少一環境光束分離出一紅外光光束。至少一紅外光偵測元件位於至少一環境光束的紅外光光束的傳遞路徑上，用於檢測紅外光光束的光強度。當至少一紅外光偵測元件偵測到紅外光光束的光強度超出一規定閾值時，抬頭顯示裝置減少被傳遞至圖像生成單元的部分至少一環境光束的光強度。","main","Yes","影像處理技術","5371","光電業","2025-02-27",0.76,-10.47,2,2.83,-21.26,-77.23,85.2,90.6,85.5,83.4,87.4,0.04049,0,"TW"
"41","中強光電","2025-03-03","2025-02-15","TWI829434B","2022-11-17","2024-01-11",72,"光學鏡頭模組、光機模組以及頭戴式顯示裝置","一種光學鏡頭模組，用以接收來自影像源側的至少一影像光束。光學鏡頭模組包括多個透鏡。多個透鏡包括從物側至影像源側沿光軸依序排列的第一透鏡、第二透鏡、第三透鏡、第四透鏡以及第五透鏡，且多個透鏡具有半反射層、相位延遲層以及偏振反射層，分別形成於多個透鏡的表面。光學鏡頭模組於物側具有光圈。其中，光學鏡頭模組為二次成像光學系統，且至少一影像光束於光學鏡頭模組傳遞並於光圈與影像源側之間形成中間像。","decline","Yes","顯示技術","5371","光電業","2025-02-27",0.76,-10.47,2,2.83,-21.26,-77.23,85.2,90.6,85.5,83.4,87.4,0.04049,0,"TW"
"42","中強光電","2025-03-03","2025-02-15","TWI839301B","2023-09-13","2024-04-11",88,"導光元件及背光模組","本發明提出一種導光元件包括本體以及第一光學微結構。本體具有第一面、第二面及入光面。第一光學微結構包括第一迎光面。第一光學微結構以第一參考平面為對稱面。第一參考平面垂直於第二面且通過第一光學微結構的頂點。第一迎光面與第一參考平面的交界具有第一中央對稱曲線。第一中央對稱曲線具有至少一反曲點。第一迎光面與第二面的交界形成第一交會弧線，第一交會弧線的曲率半徑為定值。本發明同時提出一種包含上述導光元件的背光模組。本發明提出的導光元件及背光模組可調整視角集中，有效提高整體發光強度。","main","Yes","光學檢測系統","5371","光電業","2025-02-27",0.76,-10.47,2,2.83,-21.26,-77.23,85.2,90.6,85.5,83.4,87.4,0.04049,0,"TW"
"43","中強光電","2025-03-03","2025-02-15","TWI860792B","2023-07-25","2024-11-01",95,"光學膜以及顯示裝置","一種顯示裝置，包括顯示模組以及照明模組。照明模組配置於顯示模組的顯示面上，且包括光源、導光板以及光學膜。光學膜配置於顯示模組以及導光板之間，且包括基底層以及微結構層。微結構層配置於基底層的表面以及導光板之間，且包括多個微結構，其中各微結構包括相對設置的第一面以及第二面。第一面與基準面夾第一角，第二面與基準面夾第二角，基準面平行基底層的表面，且第一角的角度以及第二角的角度大於或等於40度，且小於或等於90度。","main","Yes","光學檢測系統","5371","光電業","2025-02-27",0.76,-10.47,2,2.83,-21.26,-77.23,85.2,90.6,85.5,83.4,87.4,0.04049,0,"TW"
"44","中強光電","2025-03-03","2025-02-15","TWI845026B","2022-11-17","2024-06-11",81,"光學鏡頭模組、光機模組以及頭戴式顯示裝置","一種光學鏡頭模組，用以接收來自影像源側的至少一影像光束。光學鏡頭模組包括從物側至影像源側沿光軸依序排列的第一透鏡、第二透鏡、第三透鏡、第四透鏡、第五透鏡、第六透鏡、第七透鏡、第八透鏡以及第九透鏡，且第一透鏡至第九透鏡各自包括朝向物側的物側表面及朝向影像源側的像側表面。光學鏡頭模組於物側具有光圈。其中，光學鏡頭模組為二次成像光學系統，第一透鏡至第九透鏡的屈光率依序分別為正、負、正、負、正、負、正、負、正，且至少一影像光束於光學鏡頭模組傳遞並於光圈與影像源側之間形成中間像。","decline","Yes","其他","5371","光電業","2025-02-27",0.76,-10.47,2,2.83,-21.26,-77.23,85.2,90.6,85.5,83.4,87.4,0.04049,0,"TW"
"45","中強光電","2025-03-03","2025-02-15","TWI817775B","2022-10-18","2023-10-01",96,"光源模組以及顯示裝置","一種光源模組以及顯示裝置。光源模組包括光源、導光板以及光學膜片組。光學膜片組包括多個第一光學微結構、多個第二光學微結構以及多個第三光學微結構。多個第一光學微結構具有第一表面，多個第二光學微結構具有第二表面，多個第三光學微結構具有第三表面。各多個第一光學微結構分別具有第一頂角，各多個第二光學微結構分別具有第二頂角，各多個第三光學微結構分別具有第三頂角，且第三頂角小於第一頂角，第一頂角小於等於第二頂角。","main","Yes","光學檢測系統","5371","光電業","2025-02-27",0.76,-10.47,2,2.83,-21.26,-77.23,85.2,90.6,85.5,83.4,87.4,0.04049,0,"TW"
"46","中強光電","2025-03-03","2025-02-15","TWI840854B","2022-06-29","2024-05-01",72,"顯示裝置","本發明提出一種顯示裝置，包括基板、多個發光元件、光截止層以及多個光轉換元件。發光元件設置在基板上，用於發出多個激發光束。發光元件設置在基板與光截止層之間。光截止層具有多個凹槽，且凹槽的位置分別對應發光元件的位置。光轉換元件分別設置在凹槽內。激發光束照射至光轉換元件。光轉換元件用於轉換激發光束為多個色光光束。光截止層用以反射激發光束，並用以使色光光束穿透。本發明提出的顯示裝置具有提高製程良率及提高光學效率的功效。","decline","Yes","顯示技術","5371","光電業","2025-02-27",0.76,-10.47,2,2.83,-21.26,-77.23,85.2,90.6,85.5,83.4,87.4,0.04049,0,"TW"
"47","中磊電子","2025-03-03","2025-02-15","TWI788235B","2022-03-01","2022-12-21",22,"防止結露的攝影裝置及其組裝方法","一種防止結露的攝影裝置及其組裝方法。防止結露的攝影裝置包括殼體、透光片、鏡頭模組以及防水密封件。透光片密封結合於殼體。鏡頭模組容置於殼體內，且在平行鏡頭模組的光軸方向上抵壓連接於殼體。防水密封件設置於鏡頭模組與殼體的連接處以提供密封連接。透光片、殼體、防水密封件及鏡頭模組之間形成密閉腔室。","decline","Yes","其他","5388","通信網路業","2025-02-27",0.43,-26.83,1,-13.86,-12.88,-18.2,124.5,95.7,133.9,135.5,114.9,0.05048,70.7,"TW"
"48","中興保全科技","2025-03-03","2025-02-15","TWI868042B","2024-07-12","2024-12-21",68,"輔助選取條碼的電子裝置與其處理方法","一種輔助選取條碼的電子裝置與其處理方法，包括攝像單元、儲存單元、顯示單元、處理單元與輸入單元。攝像單元獲取輸入影像，輸入影像具有多個標籤圖塊；儲存單元具有標籤提示程式與多個預訂標籤；處理單元連接於攝像單元、儲存單元與顯示單元，處理單元執行標籤提示程式，標籤提示程式從標籤圖塊中選擇至少一標籤圖塊，受選的標籤圖塊為預訂標籤，標籤提示程式在顯示單元上根據每一預訂標籤繪製相應的提示外框；輸入單元接收輸入要求，輸入要求匹配於預訂標籤時，處理單元根據匹配的預訂標籤驅動顯示單元中顯示標籤資訊。","decline","Yes","顯示技術","9917","其他","2025-02-27",0.26,3.56,7,4.21,3.39,5.13,89.5,143.6,123.8,124.5,118,0.06975,0,"TW"
"49","中興保全科技","2025-03-03","2025-02-15","TWI829279B","2022-08-09","2024-01-11",87,"聲幅辨識裝置及聲幅辨識系統","一種聲幅辨識裝置包含感測模組、收音模組、放大器及晶片模組。感測模組用以感測聲幅。收音模組電性連接於感測模組，用以接收聲幅並轉換為類比訊號。放大器電性連接於收音模組，用以接收並放大類比訊號為放大訊號。晶片模組電性連接於放大器，用以接收放大訊號。晶片模組包含判斷模組及錄音模組。判斷模組用以設定臨界值，並依據放大訊號判斷所感測之聲幅，當所感測之聲幅大於臨界值時，判斷模組判斷聲幅為有效聲幅，並發出驅動訊號。錄音模組用以接收驅動訊號而錄製聲幅。","decline","Yes","其他","9917","其他","2025-02-27",0.26,3.56,7,4.21,3.39,5.13,89.5,143.6,123.8,124.5,118,0.06975,0,"TW"
"50","中興保全科技","2025-03-03","2025-02-15","TWI807698B","2022-03-16","2023-07-01",63,"即時驗證系統及即時驗證方法","一種即時驗證系統，包含驗證伺服器、第一驗證程式、第二驗證程式以及中控伺服器。驗證伺服器依據驗證要求建立專屬驗證網頁並產生連接專屬驗證網頁的網頁連結碼，並依據驗證要求建立操作動作條件與操作時間條件，於接收第一操作動作資訊與第二操作動作資訊時，判斷第一操作動作資訊與第二操作動作資訊是否滿足操作動作條件與操作時間條件，於判斷結果為滿足時產生驗證完成指令。第一驗證程式於專屬驗證網頁之操作動作而產生第一操作動作資訊。第二驗證程式於專屬驗證網頁之操作動作而產生第二操作動作資訊。","main","Yes","其他","9917","其他","2025-02-27",0.26,3.56,7,4.21,3.39,5.13,89.5,143.6,123.8,124.5,118,0.06975,0,"TW"
"51","中興工程顧問","2025-03-03","2025-02-15","TWI828531B","2023-02-01","2024-01-01",99,"車站建築設計系統及方法","一種車站建築設計系統及包含設計平台以及終端裝置，設計平台具有計算程式，終端裝置具有空間配置程式、建模程式及校核程式，經由網路連接設計平台，終端裝置進行計算步驟、建模步驟及校核步驟，產生符合規範之車站建築設計。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
