"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"37","世界先進積體電路","2024-11-18","TWI836757B","2022-11-30","2024-03-21",56,"光感測裝置","本發明實施例提供光感測裝置。光感測裝置包括半導體基板、隔離部件、第一摻雜區、第二摻雜區以及第三摻雜區。半導體基板具有第一導電類型。半導體基板包括感測區以及圍繞感測區的隔離區。第一摻雜區位於感測區中。第一摻雜區具有第二導電類型。第二摻雜區位於感測區中，且位於第一摻雜區上方。第二摻雜區具有第二導電類型。第三摻雜區位於感測區中，且位於第二摻雜區上。第三摻雜區具有第一導電類型。在剖面圖中，第一摻雜區具有第一長度，第二摻雜區具有第二長度，第二長度與第一長度的第一比值大於0且小於1。","Y2024","main","Yes","半導體結構製備","5347","半導體","2024-11-15",0.57,16.96,7,11.81,22.39,33.9,103.6,100.7,93.8,90.9,100.5,0.21262,0
"38","世界先進積體電路","2024-11-18","TWI826067B","2022-10-25","2023-12-11",6,"半導體裝置","一種半導體裝置，包括一基底，具有一第一導電類型；一磊晶層，形成於前述基底上，且磊晶層具有第一導電類型；一井區形成於磊晶層中且具有一第二導電類型；一絕緣柱體，在磊晶層中延伸；一第一摻雜區形成於磊晶層中且圍繞絕緣柱體的側壁；一第二摻雜區具有第二導電類型且位於第一摻雜區的下方更接近基底；以及一閘極結構，設置於前述絕緣柱體的一側且彼此相隔開來，且前述閘極結構延伸至前述磊晶層中。前述第一摻雜區具有第二導電類型，前述絕緣柱體係自前述第一摻雜區的頂部延伸貫穿前述第一摻雜區的底部且第一摻雜區與井區電性連接。","Y2024","main","Yes","半導體結構製備","5347","半導體","2024-11-15",0.57,16.96,7,11.81,22.39,33.9,103.6,100.7,93.8,90.9,100.5,0.21262,0
"39","中原大學","2024-11-18","TWI847953B","2024-02-20","2024-07-01",67,"具有環境參數數據與色彩空間圖像雙向轉換功能之互動式系統","一種具有環境參數數據與色彩空間圖像雙向轉換功能之互動式系統包含一環境數據搜集裝置與一運算裝置。環境數據搜集裝置係搜集一受監測空間之一座標綁定型環境資料集合。運算裝置在執行一色彩空間圖形化應用程式後建立一色標轉換規則，據以將座標綁定型環境資料集合轉換產生成由複數個數值區間所對應之複數個轉換色標與複數個色彩網格區塊所組成之一色彩空間圖像。在操作者觀看並在色彩空間圖像中選擇輸入一關注區域空間後，運算裝置進一步進行運算產生關注區域空間內之部分空間網格座標所對應之環境監測參數重建數據，並加以顯示。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","中原大學","2024-11-18","TWI847953B","2024-02-20","2024-07-01",67,"具有環境參數數據與色彩空間圖像雙向轉換功能之互動式系統","一種具有環境參數數據與色彩空間圖像雙向轉換功能之互動式系統包含一環境數據搜集裝置與一運算裝置。環境數據搜集裝置係搜集一受監測空間之一座標綁定型環境資料集合。運算裝置在執行一色彩空間圖形化應用程式後建立一色標轉換規則，據以將座標綁定型環境資料集合轉換產生成由複數個數值區間所對應之複數個轉換色標與複數個色彩網格區塊所組成之一色彩空間圖像。在操作者觀看並在色彩空間圖像中選擇輸入一關注區域空間後，運算裝置進一步進行運算產生關注區域空間內之部分空間網格座標所對應之環境監測參數重建數據，並加以顯示。","Y2024","main","No","資料傳遞技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","中原大學","2024-11-18","TWI820977B","2022-10-21","2023-11-01",53,"封包排序與重組電路模組","本發明的實施例提出一種封包排序與重組電路模組，其包括標頭(header)解析器、資訊處理電路、至少一狀態追蹤與重組電路及輸出仲裁器。標頭解析器用以分析多個第一封包片段以獲得對應於第一網路封包的標頭資訊，其中第一網路封包是基於傳輸控制協定(Transmission Control Protocol, TCP)通訊協定進行傳輸。資訊處理電路用以根據所述標頭資訊將所述多個第一封包片段與對應於所述多個第一封包片段的邊帶資訊傳送至狀態追蹤與重組電路中的第一狀態追蹤與重組電路。第一狀態追蹤與重組電路用以根據所述邊帶資訊對所述多個第一封包片段進行重組與排序。輸出仲裁器用以根據排序結果輸出所述多個第一封包片段。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","中原大學","2024-11-18","TWI820977B","2022-10-21","2023-11-01",53,"封包排序與重組電路模組","本發明的實施例提出一種封包排序與重組電路模組，其包括標頭(header)解析器、資訊處理電路、至少一狀態追蹤與重組電路及輸出仲裁器。標頭解析器用以分析多個第一封包片段以獲得對應於第一網路封包的標頭資訊，其中第一網路封包是基於傳輸控制協定(Transmission Control Protocol, TCP)通訊協定進行傳輸。資訊處理電路用以根據所述標頭資訊將所述多個第一封包片段與對應於所述多個第一封包片段的邊帶資訊傳送至狀態追蹤與重組電路中的第一狀態追蹤與重組電路。第一狀態追蹤與重組電路用以根據所述邊帶資訊對所述多個第一封包片段進行重組與排序。輸出仲裁器用以根據排序結果輸出所述多個第一封包片段。","Y2024","main","No","資料傳遞技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","中國信託商業銀行","2024-11-18","TWI812435B","2022-08-29","2023-08-11",65,"會員管理方法及其伺服端","一種用於管理會員的伺服端，儲存有多筆對應多個客戶之會員資料，該伺服端判定一待判定會員資料所對應之資產總額是否大於一資產門檻值，當判定出該待判定會員資料所對應之資產總額大於該資產門檻值時，根據該待判定會員資料及一智能合約產生一對應一唯一的新的代幣識別碼之新的非同質化代幣及一新的頭像，並將該新的代幣識別碼及該待判定會員資料上鏈至一區塊鏈，且將該新的非同質化代幣及該新的頭像傳送至所對應的該待判定會員資料之對應的客戶所持有的客戶端，並將未經判定的該等會員資料中之下一筆會員資料作為該待判定會員資料。","Y2024","main","No","資訊安全技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","中國信託商業銀行","2024-11-18","TWI812435B","2022-08-29","2023-08-11",65,"會員管理方法及其伺服端","一種用於管理會員的伺服端，儲存有多筆對應多個客戶之會員資料，該伺服端判定一待判定會員資料所對應之資產總額是否大於一資產門檻值，當判定出該待判定會員資料所對應之資產總額大於該資產門檻值時，根據該待判定會員資料及一智能合約產生一對應一唯一的新的代幣識別碼之新的非同質化代幣及一新的頭像，並將該新的代幣識別碼及該待判定會員資料上鏈至一區塊鏈，且將該新的非同質化代幣及該新的頭像傳送至所對應的該待判定會員資料之對應的客戶所持有的客戶端，並將未經判定的該等會員資料中之下一筆會員資料作為該待判定會員資料。","Y2024","main","No","身分驗證系統",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","中國信託商業銀行","2024-11-18","TWI818672B","2022-08-12","2023-10-11",70,"取貨認證系統及取貨認證方法","一種取貨認證系統，包含一銀行伺服器及一應用程式伺服器。銀行伺服器自一賣家商店伺服器接收一訂單資料。當判斷訂單資料的一付款設定指示已付款，且訂單資料的一付款資料包含的一授權/轉帳付款資料與其中一授權/轉帳付款紀錄相符，銀行伺服器根據相符的授權付款紀錄或轉帳付款紀錄獲得對應的一客戶識別資料，並根據訂單資料產生一取貨明細。應用程式伺服器將取貨明細傳送給取貨商店伺服器，並根據取貨明細產生一取貨條碼，並允許一消費端行動通訊裝置透過一預定應用程式以客戶識別資料取得取貨條碼以供一銷售點終端機掃描。","Y2024","main","No","身分驗證系統",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","中國信託商業銀行","2024-11-18","TWI818672B","2022-08-12","2023-10-11",70,"取貨認證系統及取貨認證方法","一種取貨認證系統，包含一銀行伺服器及一應用程式伺服器。銀行伺服器自一賣家商店伺服器接收一訂單資料。當判斷訂單資料的一付款設定指示已付款，且訂單資料的一付款資料包含的一授權/轉帳付款資料與其中一授權/轉帳付款紀錄相符，銀行伺服器根據相符的授權付款紀錄或轉帳付款紀錄獲得對應的一客戶識別資料，並根據訂單資料產生一取貨明細。應用程式伺服器將取貨明細傳送給取貨商店伺服器，並根據取貨明細產生一取貨條碼，並允許一消費端行動通訊裝置透過一預定應用程式以客戶識別資料取得取貨條碼以供一銷售點終端機掃描。","Y2024","main","No","資料傳遞技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","中國信託商業銀行","2024-11-18","TWI839060B","2023-01-03","2024-04-11",58,"理財需求評估方法及其運算裝置","一種用於評估理財需求之運算裝置，包含一儲存模組及處理模組，該處理模組在接收到一理財資料後，該理財資料包含一往來資產總額、一貸款總額、一網頁紀錄資料，及一溝通紀錄資料，並根據該網頁紀錄資料，獲得一具有時間序列特性的待評估行為序列，且利用一第一語言模型將該待評估行為序列轉換為一待評估行為特徵向量，並利用一第二語言模型將該溝通紀錄資料轉換為一待評估文字特徵向量，且根據該理財資料之往來資產總額及貸款總額、該待評估行為特徵向量，及該待評估文字特徵向量，利用一需求評估模型，獲得一理財需求。","Y2024","main","No","數據分析技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","中國信託商業銀行","2024-11-18","TWI843605B","2023-06-17","2024-05-21",43,"先買後付信用卡系統","一種先買後付信用卡系統包含一網路銀行伺服器，及電連接該網路銀行伺服器的一信用卡伺服器與一客戶資料伺服器。一使用者的一電腦裝置藉由一合作辦卡推薦廣告的一連結網址與該網路銀行伺服器建立連線，使得該網路銀行伺服器驗證身分後且判斷該使用者的一客戶財產資料符合一資產門檻時，提供一信用卡申請網頁，進而使得該網路銀行伺服器將該使用者的一身分資料、該電腦裝置所選擇的多個消費與還款設定、及對應該商品的一識別碼傳送至該信用卡伺服器。該信用卡伺服器核可對應該使用者的一信用卡並設定該信用卡對應該商品的該等消費與還款設定。","Y2024","main","No","資訊安全技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","中國信託商業銀行","2024-11-18","TWI843605B","2023-06-17","2024-05-21",43,"先買後付信用卡系統","一種先買後付信用卡系統包含一網路銀行伺服器，及電連接該網路銀行伺服器的一信用卡伺服器與一客戶資料伺服器。一使用者的一電腦裝置藉由一合作辦卡推薦廣告的一連結網址與該網路銀行伺服器建立連線，使得該網路銀行伺服器驗證身分後且判斷該使用者的一客戶財產資料符合一資產門檻時，提供一信用卡申請網頁，進而使得該網路銀行伺服器將該使用者的一身分資料、該電腦裝置所選擇的多個消費與還款設定、及對應該商品的一識別碼傳送至該信用卡伺服器。該信用卡伺服器核可對應該使用者的一信用卡並設定該信用卡對應該商品的該等消費與還款設定。","Y2024","main","No","身分驗證系統",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
