"","專利號","公司全名","更新日期","計算終止日","申請日","獲證日","標題","專利摘要","主分支","公開發行","技術大類","PR","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","區域"
"35","TW202326622A","美商高通公司","2025-09-19","2025-09-15","2022-10-18",NA,"將虛擬內容錨定到實體表面","提供了用於在場景中渲染虛擬內容的系統和技術。實例方法包括：決定實體環境的場景中的表面平面；在場景中的位置處以一視角渲染虛擬內容；在表面平面的第一空間上渲染與虛擬內容相關聯的內容放置指示符，內容放置指示符指示用於放置虛擬內容的第一空間；決定與表面平面相關聯的表面上的一或多個物件的一或多個位置；及回應於輸入，在表面平面的第二空間上渲染內容放置指示符，第二空間是基於一或多個位置和輸入來決定的，內容放置指示符指示用於放置虛擬內容的第二空間。","branch",NA,"虛擬實境與數位模擬",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"36","TW202326800A","大陸商中微半導體設備(上海)","2025-09-19","2025-09-15","2022-09-23",NA,"一種柔性安裝連接結構及相應的電漿處理器","本發明公開了一種柔性安裝連接結構，用於連接具有不同熱膨脹係數的第一板體和第二板體，所述柔性安裝連接結構設置有熱應力釋放部，所述熱應力釋放部為能夠產生形變的結構，用於通過形變消除或減小在溫度變化時因所述第一板體與第二板體不同的熱膨脹係數而產生的熱應力，防止所述熱應力損壞所述第一板體和第二板體。本發明還公開了一種電漿處理器，採用了上述的柔性安裝連接結構。本發明通過柔性安裝連接結構的彈性變形來補償不同材料的安裝基板與氣體噴淋頭板之間熱膨脹量差值，從而保護氣體噴淋頭板、安裝基板不會因熱應力而破壞。","main",NA,"電機機械",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"37","TW202328800A","南韓商SK恩普士","2025-09-19","2025-09-15","2022-12-20",NA,"空白罩幕、使用其的光罩以及半導體裝置的製造方法","根據本說明書的一個實施例的空白罩幕包括透光性基板和設置於所述透光性基板上的遮光膜。遮光膜包括第一遮光層和設置於所述第一遮光層上的第二遮光層。第二遮光層包括過渡金屬、氧及氮中至少一種。遮光膜表面具有在1μm -1以上且10μm -1以下的空間頻率下的功率譜密度為18nm 4以上且50nm 4以下的值。所述遮光膜表面在1μm -1以上且10μm -1以下的空間頻率下的功率譜密度的最小值為18nm 4以上且小於40nm 4。遮光膜表面的Rq值為0.25nm以上且0.55nm以下。所述Rq值是由ISO_4287評價的值。在這種情況下，可通過遮光膜的圖案化來實現高解析度的光罩，並且當對遮光膜進行高靈敏度缺陷檢查時，可提高檢查結果準確性。","branch",NA,"發光半導體",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"38","TW202328810A","美商恩特葛瑞斯","2025-09-19","2025-09-15","2022-12-21",NA,"在接觸表面的界面處具有不相似材料的光罩盒之內盒","光罩盒之內盒包含一蓋及一基板，該蓋及該基板在接觸表面處彼此接觸。該蓋及該基板之該等接觸表面各包含不同材料。該等不同材料可各為金屬。該等不同材料之硬度可不同。硬度差可係50布氏硬度或更大。該等不同材料之一者可為一延展材料，具有25%或更大之斷裂長形率。方法可包含提供各包含一第一材料之該蓋及該基板，且在該蓋或該基板之一者之該等接觸表面處提供不同的一第二材料。","branch",NA,"光學元件與光通訊",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"39","TW202328818A","日商信越化學工業","2025-09-19","2025-09-15","2022-11-22",NA,"阻劑下層膜材料、圖案形成方法、以及阻劑下層膜形成方法","本發明之課題係提供具有良好的乾蝕刻耐性，同時兼具500℃以上之耐熱特性及高程度的填埋/平坦化特性之阻劑下層膜材料、使用了該材料之阻劑下層膜形成方法、及圖案形成方法。該課題之解決手段係一種阻劑下層膜材料，特徵為含有： (A)具有下述通式(1A)表示之化合物的樹脂、及 (B)有機溶劑； 前述通式(1A)表示之化合物之Mw/Mn為1.00≦Mw/Mn≦1.25，前述通式(1A)中，X為下述通式(1B)表示之基，前述通式(1B)中，R 1為氫原子、碳數1～10之有機基、及下述通式(1C)表示之結構中之任一者，構成前述R 1的結構之中，令氫原子的比例為a，並令碳數1～10之有機基或前述通式(1C)表示之結構的比例為b時，以(A)成分整體計，符合a+b=1、0.2≦b≦0.8之關係。","branch",NA,"先進材料與奈米科技",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"40","TW202328985A","美商微軟技術授權有限責任公司","2025-09-19","2025-09-15","2022-11-14",NA,"融合用於神經網路硬體加速器的算子","本揭露的實施例包括用於融合神經網路硬體加速器的算子的系統和方法。辨識在神經網路中所包括的映射函數的資料路徑中的複數個向量乘法運算。該複數個向量乘法運算被組合成該映射函數的該資料路徑中的單個向量乘法運算。可程式編寫積體電路(IC)經程式編寫以實施神經網路的映射函數。","decline",NA,"AI晶片與硬體加速器",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"41","TW202328990A","國立大學法人大阪大學 | 日商快諾","2025-09-19","2025-09-15","2022-11-01",NA,"量子電腦之控制裝置","本發明提供一種可用性、可擴展性、穩固性等優異之量子電腦之控制裝置。量子電腦100之控制裝置110具備：伺服器130，其算出用以控制包含複數個量子位元之量子位元系統120之波形信號；及複數個信號處理單元140-1～140-N，其等基於波形信號產生照射至量子位元系統之電磁波信號。各信號處理單元具備：邏輯器件，其對波形信號實施數位信號處理而產生基頻信號；數位振盪器，其產生振盪信號；混頻器，其將基頻信號與振盪信號混合而輸出混合信號；DA(Digital-Analog：數位-類比)轉換器，其對混合信號實施DA轉換而獲得類比信號；RF(Radio Frequency：射頻)電路，其自類比信號產生電磁波信號；及AD(Analog-Digital：類比-數位)轉換器，其對來自RF電路之輸入信號實施AD轉換。","decline",NA,"量子電腦與運算",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"42","TW202328996A","美商元平台公司","2025-09-19","2025-09-15","2022-09-23",NA,"超極端類別不平衡或資源約束下的代碼品質預測","一種方法可充分利用一大型模型集區來識別頂級模型候選者之一簡縮模型集區。可在所需訓練樣本上判定經驗下限以在保持訓練大小最小的同時防止交叉驗證摺疊失效。隨後，執行步驟以在較大規模下進行嚴密模型驗證，以獲得用於完整模型效能分佈之不偏估計值。另外，一前k元集（TKME）架構可組合來自該簡縮模型集區之推理並執行對該等推理之微調。","decline",NA,"AI晶片與硬體加速器",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"43","TW202329038A","大陸商深圳晶源資訊技術","2025-09-19","2025-09-15","2022-12-01",NA,"一種掩膜版圖修正方法","本發明涉及光刻友好技術領域，特別涉及一種掩膜版圖修正方法，包括以下步驟：提供初始掩膜版圖，掩膜版圖獲取初始掩膜版圖中的圖形點資訊；將初始掩膜版圖中圖形點資訊與預設的掩膜版圖匹配庫中壞點資訊進行匹配，掩膜版圖匹配庫包括掩膜版圖壞點資訊及與掩膜版圖壞點資訊對應的修正點資訊；若有壞點資訊與初始掩膜版圖中某圖形點資訊匹配，則使用所述掩膜版圖壞點對應的所述修正點資訊對所述初始掩膜版圖進行修正。為了解決現有的掩膜版圖修正方法需耗費巨大的計算資源的問題，本發明提供一種掩膜版圖修復方法。","branch",NA,"半導體設備",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"44","TW202329040A","宏達國際電子","2025-09-19","2025-09-15","2023-01-06",NA,"地圖最佳化方法、電子裝置及非暫態電腦可讀取儲存媒體","地圖最佳化方法包含：利用分別基於第一及第二標記生成的第一及第二估計座標從地圖辨識第一及第二地圖點；根據第一及第二估計座標生成多個虛擬攝影機，虛擬攝影機由虛擬位姿控制且包含相交於第一及第二相交點座標的多個光軸，第一與第二相交點座標之間的距離為多個距離值中的第一距離值，虛擬攝影機提供虛擬幀，用於指出分別在第一及第二相交點座標處觀察到第一及第二標記；執行全局光束法平差以最佳化地圖，包含調整第一及第二估計座標，以減少根據現實關鍵幀及虛擬幀計算的多個重投影誤差的總和，電子裝置用於根據最佳化後的地圖定位。","branch","Yes","光學投影",NA,"2498","通信網路業","2025-09-18",0.36,31,10,-9.33,-19.48,29.26,68.8,45.3,68.5,69.5,59.4,0.06465,54.7,"TW"
"45","TW202329092A","南韓商三星電子","2025-09-19","2025-09-15","2022-11-17",NA,"儲存裝置及操作其的方法","一種儲存裝置包括：主系統；掉電保護積體電路（PLP IC），被配置成基於外部或內部電力而向主系統提供輸出電力；以及輔助電源，被配置成向掉電保護積體電路提供內部電力。主系統可因應於滿足第一條件或第二條件中的至少一者而以對資料進行備份的轉儲模式運作。掉電保護積體電路可因應於發生突然斷電（SPO）而基於內部電力來提供輸出電力。當發生突然斷電並且突然斷電時間長於最大濾波時間時，滿足第一條件。當發生突然斷電並且由輔助電源提供的內部電力的電壓位準低於臨限電壓的電壓位準時，滿足第二條件。","main",NA,"電源管理",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"46","TW202329100A","南韓商三星電子","2025-09-19","2025-09-15","2022-09-21",NA,"記憶體裝置及操作記憶體裝置的方法","提供一種列鎚擊控制方法及一種記憶體裝置。所述記憶體裝置監視在第一列鎚擊監視時間框期間具有等於或大於預定次數的存取數目或者相較於其他存取位址而言具有較高的存取數目的列鎚擊位址以及在第二列鎚擊監視時間框期間在隨機取樣時間點處存取且與所述列鎚擊位址相同的惡意列鎚擊位址，當惡意列鎚擊位址數目超過臨限值時將惡意列鎚擊位址通告給記憶體控制器，並引起對與和惡意列鎚擊位址對應的記憶體胞元列實體相鄰的記憶體胞元列實行目標再新。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"47","TW202329102A","台灣積體電路製造","2025-09-19","2025-09-15","2022-12-12",NA,"記憶體結構、半導體裝置及其製作方法","一種記憶體結構包括基底。所述記憶體結構更包括第一電晶體，其中第一電晶體距基底第一距離。所述記憶體結構更包括第二電晶體，其中第二電晶體距基底第二距離，且第一距離不同於第二距離，且第一電晶體的第一源極/汲極（S/D）區連接至第二電晶體的第二S/D區。所述記憶體結構更包括多個儲存元件，所述多個儲存元件電性連接至第一電晶體與第二電晶體二者，其中所述多個儲存元件中的每一者距基底第三距離，且第三距離不同於第一距離與第二距離二者。","decline","Yes","半導體結構與製程",NA,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"48","TW202329106A","南韓商三星電子","2025-09-19","2025-09-15","2022-11-11",NA,"記憶體系統及其操作方法","本發明提供一種記憶體系統，包含半導體記憶體裝置及經組態以控制半導體記憶體裝置的記憶體控制器。半導體記憶體裝置包含：記憶體胞元陣列，其包含經組態以儲存資料的多個記憶體胞元；再新控制器，其經組態以控制關於多個記憶體胞元的再新操作；以及錯誤監控電路，其經組態以藉由基於在再新操作期間自記憶體胞元陣列提供的再新感測資料監控儲存於記憶體胞元陣列中的資料中的錯誤來產生錯誤資訊。記憶體控制器包含錯誤校正碼（ECC）電路，且進一步經組態以基於錯誤資訊使用ECC電路來校正儲存於記憶體胞元陣列中的資料中的錯誤。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"49","TW202329107A","南韓商三星電子","2025-09-19","2025-09-15","2022-11-09",NA,"記憶體裝置及記憶體控制器","本發明提供一種用於多相位時脈訓練的設備、記憶體裝置以及方法。記憶體裝置包含時脈訓練電路，所述時脈訓練電路經組態以經由多個信號接腳當中的第一信號接腳接收時脈且連接至第一信號線，所述第一信號線連接至第一信號接腳。時脈訓練電路在接收到時脈時產生多相位時脈，且在多相位時脈中的工作調整步驟中藉由在三個內部時脈信號之間同時進行相位掃描而產生用於多相位時脈的三維（3-D）工作偏移碼（DOC）。記憶體裝置使用3-D DOC校正多相位時脈的工作錯誤。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"50","TW202329112A","美商艾爾斯賓科技公司","2025-09-19","2025-09-15","2022-11-10",NA,"用於記憶體中之雙備用模式之系統及方法","本發明除其他外係關於一種用於使用雙備用模式存取記憶體之方法，該方法包括：接收自一第一備用模式或一第二備用模式中選擇一第一備用模式之一第一備用模式指示；基於該第一備用模式，組態一讀取偏壓系統以提供一讀取偏壓電壓並組態一寫入偏壓系統以提供大約零電壓或在用於寫入操作之所需範圍之外的任何電壓；接收選擇該第二備用模式之一第二備用模式指示；以及基於該第二備用模式，組態該讀取偏壓系統以提供至少該讀取偏壓電壓並組態該寫入偏壓系統以提供一寫入偏壓電壓，該讀取偏壓電壓低於該寫入偏壓電壓。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
