"","公司全名","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣上市櫃","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本"
"39","美商應用材料","TWI831061B","2021-10-18","2024-02-01",99,"高溫雙極靜電卡盤","示例性支撐組件可包括界定基板支撐表面的靜電卡盤主體。基板支撐組件可包括與靜電卡盤主體耦接的支撐桿。基板支撐組件可包括嵌入靜電卡盤主體內的加熱器。基板支撐組件可包括在加熱器與基板支撐表面之間嵌入靜電卡盤主體內的第一雙極電極。第一雙極電極可包括至少兩個分離的網格區段，其中每個網格區段藉由圓扇形表徵。基板支撐組件可包括在加熱器與基板支撐表面之間嵌入靜電卡盤主體內的第二雙極電極。第二雙極電極可包括穿過第一雙極電極的至少兩個分離的網格區段延伸的連續網格。","Y2024","main","No","靜電放電保護",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","美商谷歌有限責任公司","TWI812029B","2022-02-25","2023-08-11",99,"用於電源狀態管理之電源序列器","本發明描述用於在一環境運算系統中處置應用程式之方法、系統及設備。該等設備之一者包含：配置於多個電源區塊中之多個裝置，其中該多個裝置之各裝置屬於該多個電源區塊之一者；及多個局部電源管理器，各局部電源管理器可程式化以實行用於一各自電源區塊之各自指令序列集以便實現該各自電源區塊中之一或多個裝置之電源狀態轉變。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","群創光電","TWI840996B","2022-10-13","2024-05-01",99,"電子裝置及其製造方法","一種電子裝置，包括重佈線層、電子單元以及導電凸塊。重佈線層包括第一晶種層、第一導電層以及第一絕緣層。第一導電層設置於第一晶種層上，第一絕緣層設置於第一導電層上，且第一絕緣層的開口暴露至少部分第一導電層。電子單元電性連接至重佈線層。導電凸塊設置於第一導電層與電子單元之間且對應設置於開口中。電子單元透過導電凸塊電性連接至重佈線層。導電凸塊直接接觸第一導電層。","Y2024","main","Yes","半導體封裝技術","3481","光電業","2024-10-30",1.77,-3.98,1,3.22,1519.65,106.82,15.7,0.1,4.5,15.6,7.2
"42","英業達","TWI805418B","2022-06-23","2023-06-11",99,"動態載入腳本以改變料件處理動作之系統及方法","一種動態載入腳本以改變料件處理動作之系統及方法，其透過執行內部邏輯之運作服務動態載入並執行外部腳本以更改內部邏輯所產生之內部資料，藉以依據更改後之內部資料改變生產線對與內部資料對應之目標料件進行的處理動作之技術手段，可以無需更新也不重啟運作服務而改變運作服務對目標料件之處理動作，並達成避免停止運作服務所造成之損失的技術功效。","Y2024","main","Yes","其他","2356","電腦及週邊","2024-10-30",0.58,18.36,1,17.99,28.72,76.03,48.5,34.4,45.6,45.4,42.2
"43","華碩電腦","TWI818356B","2021-11-16","2023-10-11",99,"電子裝置及連接裝置","本案提供一種電子裝置及連接裝置。電子裝置係適於透過一連接裝置與一第二電子裝置電性連接，第二電子裝置包含第二USB C型連接埠及第二電源傳送控制器。在電子裝置中，一第一電源傳送控制器電性連接一第一USB C型連接埠，使第一電源傳送控制器透過第一USB C型連接埠、連接裝置及第二USB C型連接埠與第二電源傳送控制器溝通一傳輸交握資訊。一分析模組電性連接第一電源傳送控制器，以根據傳輸交握資訊判斷電子裝置與第二電子裝置之間可傳輸的至少一功能類型。一提醒裝置電性連接分析模組，用以表示電子裝置與第二電子裝置之間可支援的功能類型。","Y2024","main","Yes","其他","2357","電腦及週邊","2024-10-30",1.15,26.99,2,25.24,73.22,570.74,437.4,436,569.8,575,463.3
"44","錼創顯示科技","TWI811810B","2021-10-13","2023-08-11",99,"微型發光二極體顯示面板","提供一種微型發光二極體顯示面板。微型發光二極體顯示面板包含驅動基板及多個接合墊，接合墊彼此間隔地設置於驅動基板之上。微型發光二極體顯示面板也包含多個微型發光二極體結構，微型發光二極體結構電性連接於接合墊。每個微型發光二極體結構包含至少一電極，電極設置於微型發光二極體結構面向驅動基板的一側。電極具有正接觸面及側接觸面，正接觸面朝向驅動基板，且側接觸面與對應的接合墊側向地連接。","Y2024","branch","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","鴻海精密工業","TWI781738B","2021-08-24","2022-10-21",99,"發光陣列基板、發光陣列基板的製備方法及顯示面板","本申請提供一種發光陣列基板，其包括：基板；絕緣層，所述絕緣層開設有多個定位孔；複數發光二極體，每一發光二極體設於一定位孔內，每一發光二極體還包括一導航柱，所述導航柱為發光二極體遠離所述基板的部分；所述絕緣層包括相對設置的第一表面和第二表面，每一定位孔在第一表面形成一第一開口，在第二表面形成一第二開口，所述第一表面相較於所述第二表面靠近所述基板，所述第一開口的面積小於所述第二開口的面積，且所述第二開口的投影完全覆蓋所述第一開口的投影。本申請實施例還提供一種發光陣列基板的製備方法和一種顯示面板。","Y2024","main","Yes","顯示技術","2317","其他電子業","2024-10-30",0.73,10.94,1,18.86,19.06,44.23,150,134.6,197.8,211.5,153.4
"46","中國大陸商長鑫存儲技術","TWI800410B","2022-06-21","2023-04-21",98,"半導體結構及其形成方法","本發明涉及積體電路技術領域，尤其涉及一種半導體結構及其形成方法。所述半導體結構的形成方法包括如下步驟：形成電容基板，所述電容基板包括多個電容轉接結構以及位於相鄰所述電容轉接結構之間且覆蓋所述電容轉接結構頂面的隔離層；去除覆蓋於所述電容轉接結構頂面的所述隔離層，曝露所述電容轉接結構；氧化所述電容基板曝露有所述電容轉接結構的表面，形成氧化層；去除所述氧化層，曝露所述電容轉接結構。本發明減少了電容轉接結構表面的缺陷，且避免了相鄰電容轉接結構之間短路的問題，從而改善了半導體結構的電性能。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","中強光電","TWI812239B","2022-05-26","2023-08-11",98,"發光模組","本發明提出一種發光模組，包括透光基板、至少一透光填充單元及至少一發光元件。透光基板包括設置平面與出光面，透光基板具有至少一柱狀凹陷。此至少一柱狀凹陷從設置平面朝向出光面的方向上凹陷。此至少一透光填充單元對應填充於此至少一柱狀凹陷中。此至少一發光元件設置於設置平面上，且對應配置於此至少一透光填充單元上，其中此至少一透光填充單元的背對此至少一發光元件的表面為平面或凹面。本發明提出的發光模組，可達到調變光形且具有製造良率高的優點。","Y2024","main","Yes","顯示技術","5371","光電業","2024-10-30",1.04,-3.32,1,3.48,-11.29,-79.27,82,82,75.5,69.3,80.7
"48","中強光電","TWI825873B","2022-07-26","2023-12-11",98,"光源裝置以及光源裝置的製作方法","一種光源裝置以及光源裝置的製作方法。光源裝置包括一微型發光元件層、一透光基板以及一波長轉換模組。波長轉換模組包括一第一波長轉換層、一第二波長轉換層、一透光層、多個隔離結構、多個反射層以及一光截止層。第一波長轉換層、第二波長轉換層以及透光層在透光基板的一排列方向上間隔地排列。第一波長轉換層、第二波長轉換層以及透光層的任兩者藉由隔離結構而彼此分隔。反射層在排列方向上位於第一波長轉換層的側壁、第二波長轉換層的側壁以及透光層的側壁的任一者與隔離結構之間。","Y2024","main","Yes","顯示技術","5371","光電業","2024-10-30",1.04,-3.32,1,3.48,-11.29,-79.27,82,82,75.5,69.3,80.7
"49","中華電信","TWI789083B","2021-10-28","2023-01-01",98,"擴增實境內容播放之控制方法、系統及其電腦可讀媒介","本發明之擴增實境內容播放之控制方法及其系統，係對擴增實境之影片內容配置一段落描述檔案並記載影片的各個段落及其影音特徵，使得電子設備在播放該影片作為擴增實境內容時，比對現場情況是否符合所記載之特徵，一旦符合便能藉此資訊以控制該影片內容的播放進度，另外，還可透過記錄因控制行為而使播放進度改變之情況，進而作為影片內容調整之參考。因此，本發明能讓使用者不用分心控制擴增實境影片內容播放進度下專注於實務操作，故能提供較佳的擴增實境之學習操作及其效率。本發明復提供一種電腦可讀媒介，係用於執行本發明之方法。","Y2024","main","Yes","其他","2412","通信網路業","2024-10-30",0.56,5.32,8,1.22,2.17,-2.72,112.3,117.8,124,122,116.8
"50","力晶積成電子製造","TWI790139B","2022-03-09","2023-01-11",98,"基底穿孔測試結構","一種基底穿孔測試結構，包括基底、第一基底穿孔與測試元件。基底包括測試區。第一基底穿孔位在測試區的基底中。測試元件位在測試區的基底上。測試元件與第一基底穿孔彼此分離。測試元件與第一基底穿孔之間的最短距離小於10微米。","Y2024","main","Yes","微機電裝置","6770","半導體","2024-10-30",0.89,11.42,4,1.04,-68.33,-3261.64,22.9,28.7,19.7,18,24.6
"51","力晶積成電子製造","TWI808781B","2022-06-08","2023-07-11",98,"靜電放電保護元件","一種靜電放電保護元件，包括P型基底、第一電晶體、第二電晶體、N型飄移區與P型阻障區。第一電晶體包括第一閘極、第一N型源極區與N型汲極區。第二電晶體包括第二閘極、第二N型源極區與N型汲極區。N型汲極區位在第一閘極與第二閘極之間。N型飄移區位在第一閘極與第二閘極之間的P型基底中，且位在部分第一閘極的正下方與部分第二閘極的正下方。N型汲極區位在N型飄移區中。P型阻障區位在N型飄移區下方的P型基底中。P型阻障區具有與N型飄移區重疊的重疊部分。在重疊部分中具有至少一個第一開口。","Y2024","main","Yes","靜電放電保護","6770","半導體","2024-10-30",0.89,11.42,4,1.04,-68.33,-3261.64,22.9,28.7,19.7,18,24.6
"52","南亞科技","TWI771189B","2021-09-16","2022-07-11",98,"動態隨機存取記憶體及其製造方法","提供了一種DRAM，其包括矽基板、埋藏字線及主動區。矽基板具有載體表面。埋藏字線埋藏在矽基板中。主動區位於載體表面上。埋藏字線與主動區相交。每一埋藏字線在主動區中的一者中具有第一寬度，且在主動區外具有第二寬度，並且第一寬度大於第二寬度。亦提供了一種DRAM的製造方法。","Y2024","main","Yes","記憶體裝置","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"53","南亞科技","TWI817672B","2022-08-24","2023-10-01",98,"具有單側電容器的半導體結構","本揭露提供一種具有單側電容器的半導體結構。該半導體結構具有基底，在其中具有一第一著陸墊以及設置在該基底上的一第一電容器。該第一電容器具有一第一電極，設置在該第一著陸墊上且遠離該第一著陸墊而垂直延伸；一第一介電層，至少部分圍繞該第一電極，其中該第一電極比該第一介電層更短；以及一第二電極，圍繞該第一介電層與該第一電極。","Y2024","main","Yes","半導體結構","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"54","南亞科技","TWI817722B","2022-09-16","2023-10-01",98,"電漿蝕刻的方法","一種電漿蝕刻的方法包括以下操作。接收晶圓及氮化物層，其中氮化物層設置於晶圓上。設置環形管道在氮化物層的邊緣部分上，其中環形管道具有複數個孔洞，且這些孔洞朝向氮化物層的邊緣部分。噴灑電漿至氮化物層的上表面上。從環形管道的這些孔洞噴灑不飽和碳氟化合物至氮化物層的邊緣部分。","Y2024","main","Yes","蝕刻技術","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"55","南亞科技","TWI833398B","2022-10-20","2024-02-21",98,"記憶體結構和其製造方法","本公開提供一種記憶體結構，包括基板上的源極/汲極區域、覆蓋源極/汲極區域的第一介電層、第一介電層上的第二介電層和接觸源極/汲極區域的接觸件。接觸件包括延伸進源極/汲極區域的第一接觸件部分、延伸進第一介電層的第二接觸件部分和延伸進第二介電層的第三接觸件部分。第一接觸件部分的底表面低於源極/汲極區域的頂表面。第二接觸件部分在第一接觸件部分和第三接觸件部分之間。第一接觸件部分的側壁和源極/汲極區域的側壁之間的距離是30%至60%的源極/汲極區域的寬度。","Y2024","main","Yes","記憶體裝置","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
